식당ID,작성자,작성일,리뷰내용
1785772528,욜로62,6.9.화,고기 다 구워주시고 너무 맛있어요!!
1785772528,yujajaja,6.9.화,뼈삼겹살 처음 먹어보는데 진짜 맛있음 감동 반찬이랑 사이드(청국장 특히..) 다 맛있고 친절하시고 모든게 빠르게 진행됨!
1785772528,비럽리,6.6.토,역삼역에서 삼겹살집 여러 군데 가봤지만 돈육지존이 최고네요… 프랜차이즈도 아니라 역삼역 방문하실 분들은 무조건 가시고 먼 곳에도 오셔야 할 맛입니다!! 역삼 맛집으로 추천합니다 ⭐️⭐️⭐️⭐️⭐️ 진짜 육즙 대박이고 반찬 다 맛있고 야들야들 야르
1785772528,siwon73,6.5.금,"역삼역 삼겹살, 역삼역 맛집
존맛탱~"
1785772528,예민보스60,6.5.금,역삼역 근처에서 삼겹살 맛집 찾는다면 여기에요! 역삼역 삼겹살 맛집 !! 고기 퀄리티가 정말 좋고 숯불향이 은은하게 배어 있어서 너무 맛있네용 직원분들이 구워주셔서 편하게 먹을 수 있었어요 매장도 깔끔하고 만족도가 짱입니다. 역삼에서 삼겹살 생각나면 재방문 의사 100%입니다!
1785772528,MinHaYoung,6.5.금,"뼈삼겹살 진짜 맛있어요!! 퍽퍽한 부분 없고
아주 부드럽고 고소해서 다른 곳에서 절대 먹을 수 없는
뼈삼겹살 추천❤️
밑반찬도 아주 다양하고 다 맛있어서 좋아요👍🏻"
1785772528,원선영57,6.4.목,역삼골목에서 고기 젤루 맛있음 여기 휴무일때 인근고기집 여러군데 가보면 어우 그래도 돈육이 젤 맛있다 이러면서 나옴ㅋ.ㅋ 반찬구성 좋고 첨부터 볶아서 나오는 볶음김치가 킥임!!
1785772528,단이707,6.3.수,역삼역 근처에 삼겹살집 찾다가 맛집발견했ㅇ어요..❤️고기가 왜캐 부드러워요..? ㅋㅎㅎㅎㅎ 단골 될거같아요 진짜 자주올게요 사장님 막국수도 존맛탱이요 ㅠㅠㅠㅠ역삼역삼겹살은 무조건 여기로 입소문낼게요..ㅎㅎㅎㅎ잘먹구갑니댜
1785772528,ws****,6.3.수,"고기가 부드럽고 정말 맛있습니다 역삼 맛집이에요
역삼역 삼겹살은 돈육지존"
1785772528,xaaaaa,6.3.수,"#역삼 맛집 #역삼역 삼겹살
서울 이사 후 처음으로 가족식사였는데
진짜 너무너무 만족하고 맛있어요🥹
직접 구워주셔서 더 좋고 편하네요
기분좋게 식사하고 갑니다 !
감사해요"
1785772528,혜이니다이니,6.2.화,동료분들과 회식하러 소문만 듣던 이영자맛집 왔네요 뼈삼겹도 맛있고 고기질이 정말 좋습니다 고기도  친절한  직원들이 직접 구워주네요 숯불에 구워 더 맛있네요  역삼역맛집 고기맛집  적극 추천합니다
1785772528,PROBONNE,6.4.목,"단체 회식으로 갔는데 강남 역삼 뼈삼겹 맛집이에요~ 
칼집을 진짜로 천 번 내셨나 봐요. 정말 부드럽고 맛있어서 순삭이에요~! 김찌찌개 청국장 계란찜 사이드랑 반찬도 다 맛있어요~무조건 재방문 의사 있습니다~!^^"
