식당ID,작성자,작성일,리뷰내용
2044530165,나나4122,6.9.화,
2044530165,예쁜엄마234,6.8.월,너무 맛있어요. 동네에 생겨서 진심 기쁘네요. 빨리 익고 빨리 많이 먹을 수 있어서 엄청 편하고 좋네요 😆
2044530165,kicpa94,6.8.월,토욜에 오고 이틀만에 또 왔어요. 음식 너무 맛있습니다.
2044530165,new****,6.8.월,"계란찜 꼭 시키세요 존맛이에요 
고기도 싸고 맛있어요"
2044530165,al****,6.6.토,동네에없었던 냉삼집 넘맛나고 친절해요 대기가있을수있어요 일찍일찍오셔야할듯
2044530165,토블론70,6.6.토,가까운 곳에 맛있는 냉삼집이 생겨서 넘  좋아요!!
2044530165,푸름이65,6.5.금,"넘 맛있었어요^^
넘 친절합니다 홧팅^^"
2044530165,cnaezn,6.5.금,너무 친절하시고 맛있어요~~~~! 번창하세요
2044530165,레이보우46,6.5.금,30분기다려서 겨우들어왔어요 완전맛있어요!!!
2044530165,LikeMood,6.5.금,"남친 추천으로 왔어요!!! 6시전에왔는데도 웨이팅있네요 ㄷㄷ 매장 깔끔하구, 반찬 푸짐하게 잘나오구, 고기 넘 맛있어요!!! 냉삼이 이렇게 맛있네여"
2044530165,Tina52,6.5.금,삼겹살이 맛있어요
2044530165,ali****,6.4.목,
2044530165,qkq****,6.5.금,"동네에 삼겹살집이 생겨서 반가운 마음에 방문했어요! 사장님 친절하시고, 고기도 너무 맛있고, 특히 계란찜 부들부들 너무 맛있구요! 밀냉면도 맛있어요! 
30분도 넘게 기다렸지만, 그래도 맛있으니 또 갈꺼에요~ 
갈비도 진짜 맛있었습니다! ㅎㅎ"
2044530165,luc****,6.4.목,대치동 새로 생긴 고깃집 웨이팅이 길었는데너무 맛있게 먹었습니다!!
2044530165,reaco,6.4.목,비오는 날 냉삼에 쏘주 한 잔하기 좋은 날에 맛있게 먹고 갑니다~~ :) 특히나 껍데기가 너무 맛있어요~~
2044530165,bri****,6.3.수,신선하고 맛이 좋습니다!
2044530165,ixj****,6.3.수,"고기는 신선하고, 반찬들은 다 맛있고, 직원분들도 너무 친절한 집입니다!! 근처에 고깃집이 참 없었는데, 이렇게 좋은 집이 들어와서 감사할 따름입니다 (:
좋은 시간 보내고 갈 수 있어 정말 감사드립니다!!"
2044530165,ywf****,6.3.수,"맛있게 잘 먹겠습니다.
대기가 길어서 더 기대되네요."
2044530165,min****,6.3.수,고기 질이 너무 좋아요!
2044530165,튼튼라라,6.4.목,고기가 맛있었어요~ 예약이 안되는건 아쉬웠지만 친절하고 깨끗해서 좋았습니다. 번창하세요^^
2044530165,ami****,5.30.토,맛있고 직원분들이 친절해서 또 오고 싶어용!
2044530165,쿠버엄마,5.29.금,"사장님 친절하시구 고기도 넘 맛있었요~!!👍
아이랑 맛있게 잘 먹었습니다 😊"
2044530165,sinally31,5.30.토,새로생겨서 와봤는데 생각보다 고기 퀄리티 좋고 맛있어요
2044530165,쪼꼬아87,5.29.금,"신규로 생기고 첫 방문입니다
대기가 좀 있지만 고기와 식사 만족합니다"
2044530165,doosik jang,5.29.금,급랭 삼겹살 너무 맛나요 ^^ 자주 올 거 같아요
2044530165,밀크티1995,5.27.수,새로 생긴 고기집이라 방문했는데 고기질이 좋아요~
2044530165,em****,5.28.목,넘맛있어요!!!!!! 기다린가치가있어요
2044530165,타임짱,5.26.화,"순식간에 먹어서 사진이 없을 정도로 맛있다 !!!!
냉삼이랑 이런것!!잠수교네 안부럽다 ㅋ"
2044530165,코코739292016,5.28.목,부모님이랑 처음 와봤는데 너무 좋았어요!! 냉삼이 생각보다 얇지않아서 더더 좋았습니다🤤 그리고 사장님 너무 친절하세요🩷
2044530165,해바라기45,5.23.토,맛있어요 대기시간 있으니 미리 예약
2044530165,smk****,5.25.월,고기가 너무 맛있고 특히 계란찜이 너무 탱글탱글하고 좋아요~  1+등급 삼겹살만 써서 안심도 돼요~^^🥩🩷
2044530165,blo****,5.22.금,가족들과 두번째 방문입니다. 너무 친절하시고 맛있어요. 오래오래 잘 운영되었으면 합니다.^^
2044530165,Juice wrld,5.23.토,"고기가 너무 맛있어요~~~
동네에 이런 곳이 생겨서 좋네요
직원분들도 친절하십니다"
2044530165,wiwiwiwi44,5.21.목,맛있게 잘 먹었습니다!!
2044530165,minjik79,5.21.목,"대치동에 맛있는 삼겹살집이 생겼네요.
삼겹살 먹고싶을때마다 방문 예정입니다. 
사장님도 너무 친절하시고 맛있게 잘 먹었습니다^^"
2044530165,joo****,5.21.목,새로 생겨서 와봤는데 맛있어요 좀 늦으면 대기라길래 문열자마자 왔더니 바로 들어오긴했어요 가성비도 최곤데 고기질도 엄청 좋네요 번창하시고 오래하셔요 계속 오려구요~~^^
2044530165,리진2844,5.21.목,처음 와봤는데 너무 친절하시고 고기도 너무 맛있네용!! 앞으로 자주 오게 될것같네여^^
2044530165,hyu****,5.18.월,
2044530165,FORESEEA,5.16.토,"고기가 진짜 맛있었어요
특히 계란찜 너무맛있어서 두번시켜먹었네요.
밥이 품절된건 아쉬웠지만 다음에 또 올거같아요
옆에서 진상손님 대응하시는거보고 친절하시다고 느꼈어요. 앞으로도 쭉 운영해주심 좋겠습니당"
2044530165,kicpa94,5.15.금,밤늦게 왔는데 정멀  있습니다. 친절하시구요.
2044530165,dnj****,5.14.목,"고기가 질이 너무 좋습니다 
대치에 냉삼집 생겨 좋네요❣️"
2044530165,k2pier38,5.13.수,
2044530165,moscowsj,5.14.목,대기가 길긴 한데 너무 친절하시고 고기가 맛있어요!
2044530165,gjr****,5.16.토,"냉삼집 집앞에 생겨서 좋네요~고기가 맛있어요!
종종 오겠습니다~^^"
2044530165,per****,5.12.화,냉삼 매니아인데 집앞에 냉삼집이 생겨서 너무 행복합니다. 사장님 감사합니다
2044530165,rty****,5.16.토,"때깔을 보세요
개맛잇어요
강추 굳굳"
2044530165,또치짱86,5.13.수,아이가 냉삼을 좋아하는데 동네에 생겨서 너무 좋네요♡
2044530165,wdg****,5.14.목,"진짜 맛있어요 
기다린 보람이 있습니다
양도 푸짐하고 완전 만족합니다!"
2044530165,김김김2397,5.10.일,"집근처에 냉삼집이 생겨서 방문해봤습니다.
냉삼, 냉동가브리살, 항정살 세트메뉴 먹었는데 고기도 괜찮고 양도 많아서 가족 모두 맛있게 잘 먹었어요. 먹느라 바빠서 사진한장 없지만 앞으로도 자주 편하게 갈 집이 생긴것 같아 좋아요 😀"
2044530165,노즈힐21,5.9.토,"넘 맛있어서 사진도 못찍고 먹었네요^^;
동네에 삼겹살집 생겨서 좋아요"
2044530165,나나4122,6.9.화,
2044530165,예쁜엄마234,6.8.월,너무 맛있어요. 동네에 생겨서 진심 기쁘네요. 빨리 익고 빨리 많이 먹을 수 있어서 엄청 편하고 좋네요 😆
2044530165,kicpa94,6.8.월,토욜에 오고 이틀만에 또 왔어요. 음식 너무 맛있습니다.
2044530165,new****,6.8.월,"계란찜 꼭 시키세요 존맛이에요 
고기도 싸고 맛있어요"
2044530165,al****,6.6.토,동네에없었던 냉삼집 넘맛나고 친절해요 대기가있을수있어요 일찍일찍오셔야할듯
2044530165,토블론70,6.6.토,가까운 곳에 맛있는 냉삼집이 생겨서 넘  좋아요!!
2044530165,푸름이65,6.5.금,"넘 맛있었어요^^
넘 친절합니다 홧팅^^"
2044530165,cnaezn,6.5.금,너무 친절하시고 맛있어요~~~~! 번창하세요
2044530165,레이보우46,6.5.금,30분기다려서 겨우들어왔어요 완전맛있어요!!!
2044530165,LikeMood,6.5.금,"남친 추천으로 왔어요!!! 6시전에왔는데도 웨이팅있네요 ㄷㄷ 매장 깔끔하구, 반찬 푸짐하게 잘나오구, 고기 넘 맛있어요!!! 냉삼이 이렇게 맛있네여"
2044530165,Tina52,6.5.금,삼겹살이 맛있어요
2044530165,ali****,6.4.목,
2044530165,qkq****,6.5.금,"동네에 삼겹살집이 생겨서 반가운 마음에 방문했어요! 사장님 친절하시고, 고기도 너무 맛있고, 특히 계란찜 부들부들 너무 맛있구요! 밀냉면도 맛있어요! 
30분도 넘게 기다렸지만, 그래도 맛있으니 또 갈꺼에요~ 
갈비도 진짜 맛있었습니다! ㅎㅎ"
2044530165,luc****,6.4.목,대치동 새로 생긴 고깃집 웨이팅이 길었는데너무 맛있게 먹었습니다!!
2044530165,reaco,6.4.목,비오는 날 냉삼에 쏘주 한 잔하기 좋은 날에 맛있게 먹고 갑니다~~ :) 특히나 껍데기가 너무 맛있어요~~
2044530165,bri****,6.3.수,신선하고 맛이 좋습니다!
2044530165,ixj****,6.3.수,"고기는 신선하고, 반찬들은 다 맛있고, 직원분들도 너무 친절한 집입니다!! 근처에 고깃집이 참 없었는데, 이렇게 좋은 집이 들어와서 감사할 따름입니다 (:
좋은 시간 보내고 갈 수 있어 정말 감사드립니다!!"
2044530165,ywf****,6.3.수,"맛있게 잘 먹겠습니다.
대기가 길어서 더 기대되네요."
2044530165,min****,6.3.수,고기 질이 너무 좋아요!
