식당ID,작성자,작성일,리뷰내용
1134719233,jiy****,6.5.금,"편하게 고기 직접 구워주시고 고기 맛있어요
사이드도 많아서 좋았슴다
기본안주 비지찌개 굿굿!!!
계란찜이랑 물냉도 마싯었는데
(된찌는 넣어두세요 ㅎㅎ"
1134719233,thinkprior,25.11.29.토,친구 두엇과 한잔 하면서 저녁 식사모임 갖기 참 좋네요.
1134719233,DO유니벌스,25.7.6.일,"고기도 직접 구워주시고 여름에 방문했는데 시원하게 먹을수있어서 좋아요~
고기도 맛있었고 같이주는 찌개도 맛있어요!"
1134719233,King짱구,25.6.26.목,"오랜만에 방문 했지만 사장님이 단골들은 잘기억 해주셔서 기분 좋았고, 오늘도 어김 없이 정말 맛있게 야무지게 잘먹었어요!!😃"
1134719233,kmo****,25.6.1.일,"기분좋게 가족들고ㅓ 먹으러 갔는데 사장님 및 직원분들이 너무 불친절하세요... 주문을 하거나 감사인사 등의 표현을 해도 무표정으로 대답은 아예 없으시고 조금많이 불편했어요
가족식사로 다시는 안 갈 것 같긴해요ㅠㅠ
고기는 맛있어요
물냉은 먹을만한데 비냉은 양념이 애매하네요"
1134719233,JamesKoo,25.5.3.토,고기 질이 너무 좋네요! 직접 구워주셔서 편하게 가족식사 하고 갑니다~~
1134719233,레미킴,25.4.19.토,"첫번째 방문입니다. 
역삼점은 가봤는대 선릉점은 처음이에요
저녁 8시가 넘은 시간대지만 두번째 대기였어요
그래도 테이블 순환될 시간이라 10분정도 기다리고 입장했어요

날이 좋아져서인지 통창을 다 열어서 야외에서 먹는 느낌이 났어요

오늘의 메뉴는 목살, 삼겹살, 된장찌개, 전투라면!
고기는 직접구워주시고, 처음은 소금에 찍어먹으라고 알려주셨어요
목살은 부드럽고 식감이 좋아서 고기를 맛있게 먹었어요, 콩나물,김치와 먹으니 아주 굿!!
찌개는 보통, 라면은 생각보다 매워서 호불호가 있을거 같아요
고기가 아주굿굿이라 추천입니다👍"
1134719233,도우너6842,25.2.28.금,
1134719233,Alina97,25.2.15.토,"고기가 정말 정말 맛있어요!! 지난번에 친구와 방문했다가 맛있어서 가족과 함께 다시 방문했어요. 기본찬 너무 잘 나오고 서비스로 주시는 콩비지찌개도 맛있어요!! 밥 부르는 찌개입니다 :) 
고기는 말할 것도 없어요. 육즙이 살아있는 너무너무 맛있는 고기입니다. 다 구워주시고 먹기만 하면 돼요! 
잘 먹고 갑니다 :)"
1134719233,silver99831,25.2.8.토,"목살 삼겹살 갈매기살 있는데 3가지 다 먹어봤고 다 진짜 맛있어요! 고기 질도 진짜 좋고 사장님들께서 너무 잘 구워주셔서 촉촉하고 부드러워요. 특히 갈매기살이 제가 구울 때는 항상 뻑뻑하던데 어떻게 이렇게 육즙가득하게 구우실 수 있죠?? 진짜 갈매기살 강추강추👍🥰
그리고 반찬도 진짜 잘나와서 명이나물은 뭐 당연하고 깻잎이 너무 맛있어요! 고기에 싸먹으니까 물리지도 않고 계속 들어가요. 또 불판에 같이 올려주시는 콩나물이랑 김치? 진짜 ㄴ너무 맛있어요...ㅇ음식들이 다 양념, 간이 딱맞는게 사장님 너무 금손이신 거 같아요 암튼 너무 맛있게 잘먹었습니다! 이근처 오면 또 들를듯👍😊"
