식당ID,작성자,작성일,리뷰내용
2070897577,도계,6.9.화,"갈비가 통통해서 맛이 좋고 해물된장찌개, 냉면은 곁들임으로 너무 좋았습니다 !!

반찬도 생각보다 많아서 밥도둑이네요 ㅎㅎ"
2070897577,dozu****,6.10.수,친구들과의 회식 장소로 문정동 새로 생긴 곳을 택했는데  매장 내부가 청결하고 편안한 분위기가 좋았어요. 음식 맛도 괜찮아서 다들 만족하는 모습이었습니다.
2070897577,bgqf****,6.10.수,문정동에 새로 생긴 고깃집이라길래 가봤더니  육장갈비 육즙이 정말 다르더라고요! 부드러운 식감에 양념도 과하지 않아 계속 들어갔어요. 밑반찬도 정갈하고 겉절이랑 너무 잘 어울려서 순삭~~!
2070897577,uiuu****,6.9.화,동네 맛집 탐방으로 방문했는데  소갈비살 양념이 과하지 않으면서도 깊은 맛이 느껴져서 좋았습니다. 밑반찬도 하나하나 정성이 느껴졌어요.
2070897577,연희동주민,6.8.월,새로 생겼다고 해서 와봤는데 고기도 맛있고 직원분들도 친절하셔서 재방문 예정입니다!
2070897577,bqy****,6.8.월,부모님 모시고 갔는데  육장갈비 육즙이 많아 부드럽다고 정말 좋아하시더라고요. 편안한 분위기 덕분에 즐거운 시간을 보냈어요.
2070897577,히히힝310,6.8.월,고기가 어찌나 부드러운지 입에서 살살 녹는 줄 알았어요! 겉절이랑 양념게장까지 완벽 조합이라니  정말 잊을 수 없는 맛이었어요. 😊
2070897577,쪼7466,6.7.일,"반찬도 많고 맛있어요 ㅎㅎ
자가제면이라 탱글합니당!!"
2070897577,차차네,6.7.일,매장이 깔끔하고 음식이 맛있어요~
2070897577,은혜1670,6.7.일,가게 깔끔하구 좋아요~
2070897577,als****,6.7.일,존맛탱구리
2070897577,rude****,6.8.월,자가제면 냉면 시켜봤는데  면발이 쫄깃하고 국물도 시원해서 고기랑 찰떡궁합이더라고요. 마무리까지 완벽하게 맛있게 먹었습니다!
2070897577,chu****,6.7.일,탄천운동중 돼지갈비 생각나서  검색하니  새로오픈한 보성갈비 문정점이 점심장사도 하더라구요. 매장도 깔끔하고 맛있어요. 알림쿠폰하면 냉면도 공짜!  자주오게 됐어요. 냉면도 기계로 바로 뽑아준다니  믿음이가요~~
2070897577,pqwp****,6.8.월,문정동에서 괜찮은 고깃집 찾다가 우연히 들렀는데  매장 청결도가 진짜 최고였어요! 쾌적한 환경에서 식사하니 더욱 좋았습니다.
2070897577,정의의사도394473,6.7.일,반찬 구성도 알차고 다 너무 맛있어용!!!! 고기 짱 맛있고 직원분들도 너무 친절하시고 여기 단 골 예 정
2070897577,히트스트레,6.7.일,여기 해물 들어간 된장찌개 진심 미쳤어요~~! 국물 맛이 진짜 끝내주더라고요. 고기랑 같이 먹으니까 밥 한 공기 뚝딱이었어요!
2070897577,kifi****,6.5.금,육장갈비랑 소갈비살 모두 육즙이 확실히 차이가 나서 깜짝 놀랐잖아요! 양념도 은은하게 배어 있어 물리지 않고 계속 들어가서 순삭해버렸어요.
2070897577,황금들풍경65,6.5.금,가족 외식 장소 찾다가 방문했는데  직원분들이 친절하게 응대해 주셔서 마음 편하게 식사할 수 있었어요. 아이들도 맛있다고 잘 먹어줘서 만족스러웠네요.
2070897577,ksfe****,6.4.목,소갈비살 먹으러 왔는데  밑반찬부터 메인 고기까지 뭐 하나 빠지는 게 없었어요. 특히 자가제면 냉면이랑 같이 먹으니 조합이 진짜 끝내주더라니까요~!! 제대로 고기 파티 즐기고 왔습니다!!
2070897577,hl2****,6.4.목,오랜만에 고기가 당겨서 방문했는데  육장갈비 양념이 기가 막히더라구요! 고기 자체가 신선해서 육즙도 살아있고  질기지 않아 먹기 편했어요. 다음에 또 올 생각에 벌써 설레네요~
2070897577,l_s****,6.3.수,장칼국수 맛있어요!! 갈비도 물론이구요 알바생분 친절하세요~ 사장님도 좋습니다😊😊
2070897577,dai****,6.3.수,갈비 너무 맛있어요! 특히 양념게장 맛나더라구욬ㅋㅋㅋㅋㅋㅋ 추천합니당💚
