식당ID,작성자,작성일,리뷰내용
31600260,wld****,6.4.목,음식은 괜찮습니다. 다만 구워준다고 해서 예약했던건데 구워줄 생각이 없어 저희 일행이 구웠는데 직원들은 보고 그냥 지나치더라구요. 나중에 여기 안구워주냐고 물어봐도 원래는 구워드려요 이런식으로 말하고는 또 지나치십니다. 사람이 많아 그런가보다 하고 넘어갔지만 결제도 주문금액보다 5만원이나 더 나와 내역 뽑아달라고 하고 확인해보니 저희 주문과 다른 내용이 너무 많아 저희 테이블 내용이 아닌 것 같다라고 말씀드렸더니 직원분께서는 주류 브랜드 차이고 금액은 똑같다 라고만 설명하셔서 아예 메인메뉴 주문도 다르고 안시킨게 너무 많다 라고 하니 인정도 안하시고 계속 맥주 브랜드에 꽂혀 계시더라구요. 주문 잘못 계산할 수는 있는데 바로 사과하고 다시 결제해주면 될것을 오래 실갱이하게 하시네요. 재방문은 없을것 같습니다.
31600260,너구리10,4.26.일,
31600260,she****,4.21.화,"가성비 + 별도룸 + 구워줌 + 흑돼지 = 완전 추천

일단 인테리어 깔끔하고, 별도 룸이 있어서 너무 좋아요. 가성비 + 별도 룸 조합이 흔치 않은데 회식이나 가족모임으로 딱이에요. 직원 분들이 구워주셔서 너무 편하고요. 무엇보다 고기가 완전 맛있습니다. 육즙이 살아있어요."
31600260,카투만두85,4.15.수,고기질도 좋고 단체모임하기 딱 좋네요
31600260,sun****,4.14.화,지리산산청흑돼지여서인지 부드럽고 쫀득하니 정말 맛있어요!! 완전 인생 흑돼지를 잰부닥에서 먹었네요~~ 기본반찬도 잘 나오고 냉면도 맛납니다👍 직접 구워주셔서 편안한 식사 했어요 넓어서 회식하기 좋아보이더라구요😁 양재역 삼겹살 맛집 추천해요🔥
31600260,car****,4.14.화,점심시간에 삼겹살이 먹고싶었는데 구워주시는곳이라 더 맛있게 먹었습니다.
31600260,펑키67,3.15.일,
31600260,dob****,2.27.금,"지인과 방문했는데 고기질이 좋고, 가성비가 좋아요.
양재역 바로 앞에 있어서 찾아가기도 좋습니다.
룸도 있어서 회식하기도 좋겠네요~"
31600260,w1sh2u,2.14.토,"양재역 회식 핫플레이스💚 작년에 회사에서 회식하러 왔다가 처음 방문했는데 삼겹살 넘 맛나서 재방문 했어요! 이번엔 흑돼지 먹어보려고 흑돼지 2인분에 암퇘지 숯불돼지갈비+후식냉면 주문했어요! 단체룸 프라이빗룸 넓게 여러 곳 있어서 회식 모임하기 좋고, 홀도 깔끔 쾌적하니 편안하게 데이트 하기 좋았어요! 돼지고기 질도 좋고, 중간중간 같이 구워주셔서 먹기 편했어요 ㅎㅎ 반찬도 되게 잘 나와서 고기랑 같이 곁들이는 재미도 있었고~ 풍미도 깊고 육질이 탄탄한 고기라서 사실 그냥 먹어두 넘 맛나요👍 양념돼지갈비는 촉촉하고 달달 짭짤 감칠맛 양념이 매력있어서 자꾸 손이 가는 맛인데, 자극적이지 않아서 속도 편해요! 주방에서 한 번 숯불초벌되어 나와 편해요~ 특히 냉면이랑 잘 어울려서 냉면하고 같이 주문하는 거 추천함당"
31600260,jumy,1.21.수,맛있게 잘 먹었습니다~ 먹느라 음식 사진도 못 찍었네요..
31600260,ceo****,25.12.7.일,
31600260,수루루룰,25.11.26.수,"점심시간에 회사 동료들과 방문해서 너무 맛있게 먹었습니다 
일하시는 직원분들도 다 너무 친절하세요!!"
31600260,dgl****,25.10.26.일,통목살의 육즙이 살아있어요~ 탄력 있는 식감이 너무 마음에 들어요~!
